iter	RMSE
167	0.1916816709
168	0.1915034392
169	0.1912046636
170	0.1908996257
171	0.1905022398
172	0.1900571361
173	0.1897978603
174	0.189400183
175	0.189152256
176	0.1888983681
177	0.1884507478
178	0.1882937082
179	0.1881757394
180	0.1878398492
181	0.1874008355
182	0.1871014814
183	0.1868941892
184	0.1866134971
185	0.1860741112
186	0.1858787069
187	0.185580279
188	0.1851670324
189	0.1850155793
190	0.184895195
191	0.1847990274
192	0.1844349413
193	0.1841295192
194	0.18384748
195	0.1837166167
196	0.1834182685
197	0.1831244573
198	0.1828614703
199	0.182569202
200	0.1823349375
201	0.1822416659
202	0.1821542504
203	0.1821017349
204	0.1820020715
205	0.1818995445
206	0.1817635944
207	0.181644101
208	0.1813307941
209	0.1809152925
210	0.180606261
211	0.1805378764
212	0.1801449747
213	0.1799304409
214	0.1797234043
215	0.1795163455
216	0.1792674437
217	0.1790005121
218	0.1788454882
219	0.1786812636
220	0.1784247778
221	0.1783335112
222	0.1781296808
223	0.1778668549
224	0.1775935757
225	0.1772043175
226	0.1769296216
227	0.1767307346
228	0.1764816767
229	0.1761788396
230	0.1759926937
231	0.1757020998
232	0.1755477214
233	0.1753397636
234	0.1751702222
235	0.1748524153
236	0.174686682
237	0.1744425631
238	0.1741601368
239	0.1740692982
240	0.1739258148
241	0.1736594084
242	0.1733169796
243	0.1730771426
244	0.1729438064
245	0.1726948359
246	0.1725427768
247	0.1723064175
248	0.1720124717
249	0.1718486867
250	0.1715633836
251	0.171379158
252	0.1711777108
253	0.1710773545
254	0.170775864
255	0.1706465734
256	0.1703171291
257	0.1701313319
258	0.1700544947
259	0.1697741423
260	0.1693724296
261	0.1691677755
262	0.1689650408
263	0.1687666011
264	0.1684938595
265	0.1682554921
266	0.1682098018
267	0.1680005412
268	0.1679390931
269	0.1677595858
270	0.1677237455
271	0.1675391463
272	0.1672828566
273	0.1671223575
274	0.1670724136
275	0.1667668012
276	0.1664151748
277	0.1661875308
278	0.16613993
279	0.1660751552
280	0.1659873368
281	0.1658068647
282	0.1655469239
283	0.1653640072
284	0.1652279843
285	0.1648335116
286	0.1646347957
287	0.1644884396
288	0.1644623763
289	0.1644200314
290	0.1639352291
291	0.1638031519
292	0.163753039
293	0.1636031805
294	0.1635547515
295	0.1635153633
296	0.1633513002
297	0.1630217359
298	0.1627976178
299	0.1623591271
300	0.1621176932
301	0.1617798559
302	0.1617058951
303	0.1614489625
304	0.1611247598
305	0.1609487533
306	0.160897008
307	0.1607058659
308	0.1606525822
309	0.1604873234
310	0.1602613854
311	0.1602048765
312	0.1600632951
313	0.1598751999
314	0.1597026543
315	0.1595374903
316	0.1593391955
317	0.1591865127
318	0.159127491
319	0.159063157
320	0.158779273
321	0.158379656
322	0.1581937176
323	0.1579988762
324	0.157833468
325	0.1578145065
326	0.1577737108
327	0.1576179166
328	0.157426677
329	0.1572731604
330	0.1572617454
331	0.1570476041
332	0.1567766412
333	0.1565850849
334	0.1565253649
335	0.1563827882
336	0.1561675247
337	0.1558492439
338	0.155759795
339	0.1557429613
340	0.1555536424
341	0.1554601093
342	0.1553030313
343	0.1552256177
344	0.155190648
345	0.1550732074
346	0.1549565643
347	0.1546964563
348	0.1544597765
349	0.154149395
350	0.1541326989
351	0.1539019456
352	0.1536741429
353	0.1534715446
354	0.1533634356
355	0.1532599982
356	0.1531610979
357	0.153145021
358	0.1530186707
359	0.1529913226
360	0.1529019641
361	0.1526324304
362	0.1525454403
363	0.1523667399
364	0.1522317584
365	0.1520452191
366	0.1519116393
367	0.1517297114
368	0.1516853917
369	0.1515488571
370	0.1515142594
371	0.1514468207
372	0.1513450541
373	0.1512553535
374	0.151139571
375	0.1511279153
376	0.1511166115
377	0.1510420291
378	0.1508083258
379	0.1506675885
380	0.1506523066
381	0.1506388049
382	0.150624589
383	0.1504027973
384	0.1503922129
385	0.1501406316
386	0.1500081421
387	0.1499977506
388	0.1499863155
389	0.1499721036
390	0.1498730634
391	0.1497852849
392	0.1497754718
393	0.1497200319
394	0.1495482167
395	0.149321192
396	0.1491683743
397	0.1491057834
398	0.149012965
399	0.1490036323
400	0.1487777641
401	0.1486697148
402	0.1486418988
403	0.1486329345
404	0.1486242301
405	0.1485194625
406	0.1483629731
407	0.1483545162
408	0.1482139961
409	0.1479928559
410	0.1479794822
411	0.1478278679
412	0.1476835702
413	0.1475645246
414	0.147450937
415	0.1471642594
416	0.1470494956
417	0.1468570788
418	0.146778675
419	0.1467703042
420	0.1467604846
421	0.146754575
422	0.1466416524
423	0.1464780842
424	0.1463810363
425	0.1463115126
426	0.146105106
427	0.146058588
428	0.145913953
429	0.1459065877
430	0.1457962396
431	0.1457281593
432	0.145622314
433	0.1455287704
434	0.1452536013
435	0.1450649782
436	0.1449224795
437	0.1449147246
438	0.1449071916
439	0.1446954771
440	0.1445383354
441	0.144339701
442	0.144222447
443	0.1441155711
444	0.1439395559
445	0.1439307025
446	0.1438137396
447	0.1437547031
448	0.1435909167
449	0.1434023405
450	0.1433043839
451	0.1432076161
452	0.1430550062
453	0.1428569703
454	0.1427322466
455	0.142725432
456	0.1426053345
457	0.1425419408
458	0.1425361065
459	0.1425309121
460	0.142385245
461	0.1421603689
462	0.1420696387
463	0.1419842943
464	0.1418929796
465	0.1417059542
466	0.1417009618
467	0.1416489924
468	0.1416145222
469	0.1414898606
470	0.141406157
471	0.1413165452
472	0.1413114831
473	0.1410764385
474	0.141051492
475	0.1410233041
476	0.1409667345
477	0.1409104153
478	0.1409014826
479	0.1407487584
480	0.1406284303
481	0.1404469992
482	0.1404369777
483	0.14032603
484	0.1403213809
485	0.1401069625
486	0.1400714685
487	0.1399652093
488	0.1399219637
489	0.1398582455
490	0.1396196753
491	0.1395920415
492	0.1395141951
493	0.1395092304
494	0.1394708627
495	0.1394606321
496	0.1393012431
497	0.1392913816
498	0.1391642739
499	0.1391471305
500	0.1390861289
501	0.1389541936
502	0.1387132121
503	0.1385130307
504	0.1385049687
505	0.1382456715
506	0.1380870577
507	0.137954289
508	0.1379448785
509	0.1378909796
510	0.1378573239
511	0.137812173
512	0.1376863234
513	0.1375675835
514	0.1374540271
515	0.1374318911
516	0.1373740769
517	0.1371760269
518	0.1370145493
519	0.1369381327
520	0.1369266373
521	0.1368016844
522	0.1366347056
523	0.1364598988
524	0.1364118826
525	0.1364028071
526	0.1363881776
527	0.1363678093
528	0.1362618896
529	0.1362263728
530	0.1361396001
531	0.1360270958
532	0.1360224283
533	0.1359165454
534	0.1357971408
535	0.1356614298
536	0.1356568624
537	0.1354965845
538	0.1354895403
539	0.135376385
540	0.1352273332
541	0.1352189357
542	0.1350902326
543	0.1350839834
544	0.1349130512
545	0.1347483903
546	0.1346744175
547	0.134548836
548	0.1344829862
549	0.1343214069
550	0.1341323579
551	0.1339586528
552	0.1339197817
553	0.1338480017
554	0.1337208297
555	0.1336207863
556	0.1334195606
557	0.1334124165
558	0.1332942579
559	0.1331212991
560	0.1330855597
561	0.1330318786
562	0.1330157118
563	0.1329953212
564	0.1328867381
565	0.1327693103
566	0.1327225781
567	0.1327136603
568	0.1324837906
569	0.1324408289
570	0.1323220872
571	0.1322456089
572	0.1322362893
573	0.1320837759
574	0.1319982651
575	0.1319552472
576	0.1319132929
577	0.1318232884
578	0.1318136112
579	0.1316577159
580	0.1315965402
581	0.1313714623
582	0.1313397267
583	0.1312864494
584	0.1312096376
585	0.1311292883
586	0.130893285
587	0.1308027675
588	0.1306906673
589	0.1306148744
590	0.1305306866
591	0.1304455868
592	0.1304417686
593	0.1303112748
594	0.1301791223
595	0.1300246083
596	0.1299704293
597	0.1298982767
598	0.1297493277
599	0.1297216219
600	0.1296964135
601	0.1295342418
602	0.1294114684
603	0.1293959439
604	0.1293073487
605	0.1293001373
606	0.1292272544
607	0.1290533384
608	0.1289443028
609	0.1288421013
610	0.1288385401
611	0.1287913759
612	0.128780365
613	0.1287582448
614	0.1286452491
615	0.1285643059
616	0.1285575648
617	0.1284964438
618	0.1284208488
619	0.1283772576
620	0.1283677499
621	0.1282706429
622	0.1281506318
623	0.1281455375
624	0.1280523759
625	0.1278904641
626	0.1278853454
627	0.1278152743
628	0.1278124917
629	0.1277799718
630	0.1276149071
631	0.127494305
632	0.1273549613
633	0.1272354337
634	0.1271722352
635	0.1270644139
636	0.1270341849
637	0.1270249178
638	0.1269954709
639	0.1268904303
640	0.1267937512
641	0.1266925971
642	0.126557205
643	0.1264835658
644	0.1262860644
645	0.1261446389
646	0.1260100587
647	0.1258260601
648	0.1256727684
649	0.1256698809
650	0.1255671556
651	0.1254959562
652	0.1253947301
653	0.1252985966
654	0.1251791726
655	0.1251746527
656	0.1250545524
657	0.1250255713
658	0.124940178
659	0.1248712019
660	0.1248311568
661	0.1248267776
662	0.1247239249
663	0.1246042005
664	0.1246013634
665	0.1245750384
666	0.1244583296
667	0.1243110317
668	0.1242069503
669	0.1241495
670	0.1240340948
671	0.1239521827
672	0.1239459067
673	0.1238928486
674	0.1237500244
675	0.1236958627
676	0.1235504301
677	0.1235462917
678	0.123389952
679	0.1232514601
680	0.1231046581
681	0.1229824288
682	0.1229607498
683	0.1229106647
684	0.1228758873
685	0.1227478081
686	0.1226475335
687	0.1225337984
688	0.1224422731
689	0.1223048061
690	0.122274532
691	0.122120413
692	0.1220398606
693	0.121961681
694	0.1219577239
695	0.1218560415
696	0.1217430333
697	0.1217173591
698	0.1215699762
699	0.1215664155
700	0.1214718231
701	0.1214534616
702	0.1213085298
703	0.1212452888
704	0.1211872864
705	0.1211184917
706	0.1209896164
707	0.1209731956
708	0.1209704312
709	0.1209570402
710	0.1208623677
711	0.1207998789
712	0.1207773507
713	0.1207524034
714	0.1206232069
715	0.1205442905
716	0.1204784274
717	0.1203588277
718	0.1203303766
719	0.1202689818
720	0.1202167592
721	0.1200857859
722	0.1200812464
723	0.1199799237
724	0.1198070941
725	0.1196943102
726	0.1196664378
727	0.1196602838
728	0.1195855172
729	0.1195818917
730	0.1195013036
731	0.119394806
732	0.1192909845
733	0.1191915307
734	0.1191207137
735	0.1190954453
736	0.1190721226
737	0.1190487374
738	0.1189848554
739	0.118934302
740	0.1189050242
741	0.1188185481
742	0.1187971321
743	0.1187146698
744	0.1187108067
745	0.118608747
746	0.1185008234
747	0.1184440518
748	0.1184206888
749	0.1183241579
750	0.1183220162
751	0.1182465287
752	0.1180670513
753	0.1180377545
754	0.1179785839
755	0.1179754337
756	0.1177992818
757	0.1176945125
758	0.1175882878
759	0.1175616057
760	0.1174958391
761	0.1173924638
762	0.1173879069
763	0.1172824992
764	0.1172482631
765	0.1171349137
766	0.1170136925
767	0.1169723993
768	0.1168721774
769	0.1167908776
770	0.11674905
771	0.1166140065
772	0.1165138769
773	0.1164252725
774	0.1163245297
775	0.1162620674
776	0.1162572578
777	0.1161031737
778	0.1161000387
779	0.1160700623
780	0.1160282465
781	0.1159579428
782	0.1159360663
783	0.1159069525
784	0.1157767792
785	0.1157059904
786	0.1156746986
787	0.1156181608
788	0.1155385695
789	0.1154419179
790	0.1153336382
791	0.1153146691
792	0.1152565993
793	0.1151751222
794	0.1151536246
795	0.1150763445
796	0.1150259177
797	0.1149285318
798	0.1149070177
799	0.1148205839
800	0.1147260059
801	0.114709802
802	0.1146498059
803	0.1146069415
804	0.1145741963
805	0.1145560715
806	0.1145395557
807	0.1144405134
808	0.1143878354
809	0.1143579287
810	0.1143513805
811	0.1141860158
812	0.1140767978
813	0.1140097671
814	0.1139422652
815	0.1138393318
816	0.1137353845
817	0.113716517
818	0.113661854
819	0.113626655
820	0.1136057617
821	0.1135564317
822	0.1134667695
823	0.1133732234
824	0.1133256666
825	0.1132305012
826	0.1132110491
827	0.1132002087
828	0.1131657988
829	0.1130908323
830	0.11304275
831	0.113036882
832	0.1129975657
833	0.1128200765
834	0.1127582088
835	0.1126243743
836	0.1126215284
837	0.1125601096
838	0.1125377241
839	0.1125162721
840	0.1124680095
841	0.1124397726
842	0.1123435758
843	0.1123038372
844	0.1122570318
845	0.1121726799
846	0.1121492589
847	0.1120517784
848	0.1119444409
849	0.1119291111
850	0.1118602222
851	0.1117468307
852	0.1117294354
853	0.1117046175
854	0.111671789
855	0.1116601273
856	0.1115359072
857	0.1114927818
858	0.1114377505
859	0.11133243
860	0.1112754939
861	0.1112695825
862	0.1111895991
863	0.1110809205
864	0.1110163322
865	0.1109612049
866	0.1108926691
867	0.1108760704
868	0.1108282092
869	0.1107669822
870	0.110753414
871	0.1107225225
872	0.1106142341
873	0.1105539842
874	0.1105357225
875	0.1105103559
876	0.110504437
877	0.1104780464
878	0.1104239887
879	0.1103712796
880	0.1103629873
881	0.1102189098
882	0.1102009432
883	0.1101069891
884	0.1100069277
885	0.1099470692
886	0.1098510501
887	0.109764236
888	0.1096736272
889	0.1096145339
890	0.1095628061
891	0.1095314799
892	0.1094256527
893	0.1093525805
894	0.1093217242
895	0.1092770281
896	0.1092542151
897	0.1091169203
898	0.1090849074
899	0.1090580137
900	0.1089940823
901	0.108988994
902	0.1089746446
903	0.108934666
904	0.1088634906
905	0.1087168339
906	0.1086792669
907	0.1086235053
908	0.1086211053
909	0.1085691747
910	0.108518967
911	0.1084686867
912	0.1084618169
913	0.1084238421
914	0.1083790136
915	0.1083552333
916	0.1083061577
917	0.1082401736
918	0.1080865006
919	0.1080224622
920	0.1079621616
921	0.1079374388
922	0.1079099026
923	0.1078530721
924	0.107798986
925	0.1077858823
926	0.1077244855
927	0.1076679477
928	0.1076643853
929	0.1076594767
930	0.1076217653
931	0.1075857909
932	0.1074742303
933	0.1074691725
934	0.1074462558
935	0.1073394353
936	0.1073367545
937	0.1073225764
938	0.1071788611
939	0.107106093
940	0.1070100269
941	0.1069956999
942	0.1069409898
943	0.1068877016
944	0.1068680496
945	0.1068158382
946	0.1068065858
947	0.10675823
948	0.1067286145
949	0.10667085
950	0.1066468774
951	0.1066025386
952	0.106562708
953	0.1065194036
954	0.1065114967
955	0.1064751151
956	0.1063522636
957	0.1063245357
958	0.1062620445
959	0.1062571324
960	0.1061951946
961	0.1061023668
962	0.1060532189
963	0.1060415302
964	0.1059839619
965	0.1059197697
966	0.1058576201
967	0.1058025662
968	0.1057569249
969	0.1057445041
970	0.1056831085
971	0.1056200026
972	0.1055927106
973	0.1055683554
974	0.1054489404
975	0.1054064178
976	0.1053200308
977	0.105252356
978	0.1051291226
979	0.1050063833
980	0.1049808006
981	0.1049507717
982	0.1049078977
983	0.1048376822
984	0.1047410091
985	0.1047077826
986	0.1046424965
987	0.1045364827
988	0.1044568142
989	0.1044124108
990	0.1042972269
991	0.1042778752
992	0.1041688677
993	0.104102805
994	0.1040860309
995	0.1040459611
996	0.1040281362
997	0.1040014772
998	0.1039878719
999	0.1039575996
